Date,Time,Open,High,Low,Close,Volume
2014.12.30,0:00,0.81339,0.82023,0.81209,0.81817,55510
2014.12.31,0:00,0.81817,0.8215,0.81578,0.81698,39218
2015.01.02,0:00,0.81354,0.81451,0.80769,0.80904,45223
2015.01.04,0:00,0.80739,0.80845,0.80512,0.80661,4540
2015.01.05,0:00,0.80674,0.8106,0.80338,0.80959,91115
2015.01.06,0:00,0.80962,0.81563,0.80652,0.80766,115951
2015.01.07,0:00,0.80767,0.80889,0.80317,0.80732,105491
2015.01.08,0:00,0.80734,0.81296,0.80734,0.81112,91917
2015.01.09,0:00,0.81112,0.82073,0.81041,0.82015,100450
2015.01.11,0:00,0.82086,0.82238,0.82055,0.82213,2533
2015.01.12,0:00,0.82218,0.82538,0.81295,0.815,96327
2015.01.13,0:00,0.81499,0.81971,0.81269,0.81696,102130
2015.01.14,0:00,0.81694,0.81884,0.80669,0.81393,125454
2015.01.15,0:00,0.81393,0.82939,0.81321,0.82206,159972
2015.01.16,0:00,0.82206,0.82553,0.81669,0.82259,99129
2015.01.18,0:00,0.82226,0.82301,0.82206,0.8224,2752
2015.01.19,0:00,0.82239,0.82425,0.81846,0.81901,76232
2015.01.20,0:00,0.81906,0.82171,0.81578,0.81622,89458
2015.01.21,0:00,0.81622,0.82328,0.80767,0.80995,117021
2015.01.22,0:00,0.80995,0.81352,0.7994,0.80158,122986
2015.01.23,0:00,0.80157,0.80519,0.78799,0.79049,121561
2015.01.25,0:00,0.78687,0.78753,0.78569,0.78752,1657
2015.01.26,0:00,0.78755,0.79326,0.78708,0.79202,91067
2015.01.27,0:00,0.79204,0.79736,0.79045,0.79192,104838
2015.01.28,0:00,0.79191,0.80241,0.78822,0.78899,115964
2015.01.29,0:00,0.78899,0.79059,0.77189,0.77812,113440
2015.01.30,0:00,0.77811,0.77964,0.77297,0.77656,97399
2015.02.01,0:00,0.77526,0.77803,0.77519,0.77789,5099
2015.02.02,0:00,0.77788,0.78291,0.77646,0.77967,91013
2015.02.03,0:00,0.77966,0.78518,0.76251,0.77616,138359
2015.02.04,0:00,0.77616,0.78491,0.7742,0.77566,117523
2015.02.05,0:00,0.77566,0.78232,0.77328,0.77979,96090
2015.02.06,0:00,0.77978,0.78752,0.77773,0.77913,93567
2015.02.08,0:00,0.77628,0.77749,0.77578,0.77607,5095
2015.02.09,0:00,0.77607,0.78334,0.7747,0.77938,81906
2015.02.10,0:00,0.77937,0.78405,0.77465,0.77821,94837
2015.02.11,0:00,0.77821,0.77938,0.76928,0.77202,88792
2015.02.12,0:00,0.77202,0.77786,0.76429,0.7753,115772
2015.02.13,0:00,0.7753,0.77914,0.77242,0.77562,77838
2015.02.15,0:00,0.77717,0.77725,0.77559,0.77635,4042
2015.02.16,0:00,0.77634,0.77937,0.77501,0.77558,73184
2015.02.17,0:00,0.77559,0.78278,0.77412,0.7809,89940
2015.02.18,0:00,0.78091,0.78374,0.77725,0.78063,83608
2015.02.19,0:00,0.78065,0.78424,0.77561,0.77947,84805
2015.02.20,0:00,0.77947,0.78478,0.77883,0.78415,85649
2015.02.22,0:00,0.78447,0.78453,0.78351,0.78434,4196
2015.02.23,0:00,0.78434,0.78443,0.77794,0.77971,69271
2015.02.24,0:00,0.7797,0.7836,0.77384,0.78301,91612
2015.02.25,0:00,0.78302,0.79002,0.78289,0.78812,87718
2015.02.26,0:00,0.78811,0.7912,0.77849,0.7802,93394
2015.02.27,0:00,0.78019,0.78332,0.77762,0.7812,84947
2015.03.01,0:00,0.78019,0.7806,0.77806,0.77832,4706
2015.03.02,0:00,0.77831,0.77973,0.77518,0.77544,72234
2015.03.03,0:00,0.77543,0.78432,0.77499,0.7817,90123
2015.03.04,0:00,0.7817,0.78597,0.77944,0.78214,85326
2015.03.05,0:00,0.78213,0.78398,0.77532,0.77829,88133
2015.03.06,0:00,0.77829,0.78444,0.77049,0.77147,90539
2015.03.08,0:00,0.77048,0.77221,0.7704,0.77197,6143
2015.03.09,0:00,0.77196,0.77391,0.76702,0.76839,81893
2015.03.10,0:00,0.7684,0.7684,0.76026,0.76392,125298
2015.03.11,0:00,0.76392,0.76433,0.75591,0.76017,125642
2015.03.12,0:00,0.76018,0.77299,0.75722,0.77056,130183
2015.03.13,0:00,0.77056,0.77056,0.76086,0.7633,94480
2015.03.15,0:00,0.76231,0.76337,0.76124,0.76136,5755
2015.03.16,0:00,0.76138,0.76787,0.76131,0.7641,85807
2015.03.17,0:00,0.76406,0.76642,0.76044,0.76188,102110
2015.03.18,0:00,0.76187,0.78463,0.75896,0.77767,128166
2015.03.19,0:00,0.77769,0.78073,0.76104,0.76584,159709
2015.03.20,0:00,0.76585,0.78015,0.76468,0.77722,118246
2015.03.22,0:00,0.77865,0.78057,0.77692,0.77813,8090
2015.03.23,0:00,0.77814,0.79013,0.77622,0.78715,139015
2015.03.24,0:00,0.78714,0.7937,0.78367,0.7861,129587
2015.03.25,0:00,0.78611,0.79035,0.78231,0.78287,110263
2015.03.26,0:00,0.78286,0.7883,0.77998,0.78299,126133
2015.03.27,0:00,0.783,0.7833,0.7744,0.77524,105226
2015.03.29,0:00,0.77357,0.77459,0.77256,0.77331,5705
2015.03.30,0:00,0.77332,0.77385,0.76323,0.76555,97620
2015.03.31,0:00,0.76553,0.76634,0.75899,0.76143,105221
2015.04.01,0:00,0.76144,0.76626,0.75813,0.7603,110589
2015.04.02,0:00,0.76032,0.76099,0.7532,0.75788,103649
2015.04.03,0:00,0.75789,0.7696,0.75695,0.76326,49926
2015.04.05,0:00,0.76387,0.76433,0.76199,0.76383,4105
2015.04.06,0:00,0.76382,0.76662,0.75783,0.75881,49194
2015.04.07,0:00,0.75882,0.77101,0.7576,0.76383,78121
2015.04.08,0:00,0.76382,0.77266,0.76352,0.76815,74333
2015.04.09,0:00,0.76816,0.77375,0.76586,0.77018,72333
2015.04.10,0:00,0.77018,0.77208,0.76368,0.76798,68649
2015.04.12,0:00,0.767,0.76771,0.7662,0.7663,4676
2015.04.13,0:00,0.7663,0.76699,0.75517,0.75841,80063
2015.04.14,0:00,0.7584,0.76474,0.7554,0.76131,79138
2015.04.15,0:00,0.76131,0.76993,0.75704,0.76743,84259
2015.04.16,0:00,0.76744,0.7821,0.76725,0.77846,94993
2015.04.17,0:00,0.77845,0.78414,0.7758,0.77852,73941
2015.04.19,0:00,0.7817,0.7818,0.77892,0.78031,6074
2015.04.20,0:00,0.78029,0.78251,0.77056,0.77188,72009
2015.04.21,0:00,0.77188,0.77528,0.76819,0.77112,79098
2015.04.22,0:00,0.77112,0.78061,0.77049,0.77443,80898
2015.04.23,0:00,0.77445,0.77892,0.771,0.77744,90006
2015.04.24,0:00,0.77744,0.78395,0.77632,0.782,70027
2015.04.26,0:00,0.78192,0.78352,0.78165,0.78287,4661
2015.04.27,0:00,0.78289,0.78711,0.77903,0.78643,87327
2015.04.28,0:00,0.78643,0.80263,0.78576,0.79953,83618
2015.04.29,0:00,0.79953,0.80744,0.79754,0.79932,103416
2015.04.30,0:00,0.79933,0.80212,0.78619,0.78965,109740
2015.05.01,0:00,0.78966,0.79038,0.78021,0.7844,79630
2015.05.03,0:00,0.78364,0.78436,0.78252,0.7826,7580
2015.05.04,0:00,0.7826,0.78505,0.78011,0.78372,67260
2015.05.05,0:00,0.78372,0.79548,0.77861,0.79278,92426
2015.05.06,0:00,0.79283,0.80293,0.79228,0.79522,93848
2015.05.07,0:00,0.79523,0.80037,0.78892,0.78982,94024
2015.05.08,0:00,0.78983,0.79673,0.78622,0.79321,80496
2015.05.10,0:00,0.79189,0.793,0.79141,0.79236,7182
2015.05.11,0:00,0.79235,0.79321,0.78755,0.78956,73477
2015.05.12,0:00,0.78955,0.79989,0.78853,0.79888,81792
2015.05.13,0:00,0.79884,0.81268,0.79631,0.81094,80379
2015.05.14,0:00,0.81093,0.81621,0.80623,0.80823,81275
2015.05.15,0:00,0.80823,0.80881,0.79955,0.80377,73416
2015.05.17,0:00,0.80378,0.80511,0.80265,0.80423,4595
2015.05.18,0:00,0.80421,0.80435,0.7976,0.79925,74816
2015.05.19,0:00,0.79924,0.80094,0.79053,0.79213,83918
2015.05.20,0:00,0.79213,0.79335,0.78601,0.78765,101317
2015.05.21,0:00,0.78774,0.79124,0.78655,0.78967,91965
2015.05.22,0:00,0.78972,0.79305,0.78095,0.78298,79900
2015.05.24,0:00,0.7828,0.78309,0.78067,0.78101,5281
2015.05.25,0:00,0.78105,0.78385,0.78023,0.78213,68332
2015.05.26,0:00,0.78213,0.78385,0.77263,0.77434,76539
2015.05.27,0:00,0.77434,0.77674,0.76909,0.77341,79315
2015.05.28,0:00,0.77339,0.77599,0.76166,0.76553,85807
2015.05.29,0:00,0.76554,0.7673,0.76283,0.76421,54882
2015.05.31,0:00,0.764,0.76547,0.76355,0.76402,4867
2015.06.01,0:00,0.76403,0.76671,0.75968,0.76129,76599
2015.06.02,0:00,0.76129,0.77891,0.76114,0.77587,94001
2015.06.03,0:00,0.77588,0.78175,0.77503,0.77695,72653
2015.06.04,0:00,0.77694,0.77786,0.76632,0.76854,70156
2015.06.05,0:00,0.76853,0.77267,0.75983,0.76143,36076
2015.06.07,0:00,0.76202,0.76279,0.76149,0.76149,5867
2015.06.08,0:00,0.7615,0.77111,0.76021,0.76864,76185
2015.06.09,0:00,0.76864,0.77214,0.76451,0.76857,93385
2015.06.10,0:00,0.76858,0.7784,0.76347,0.77268,106720
2015.06.11,0:00,0.77266,0.77918,0.76921,0.77466,91054
2015.06.12,0:00,0.77467,0.77568,0.76767,0.77288,73419
2015.06.14,0:00,0.77453,0.77526,0.77244,0.77277,4234
2015.06.15,0:00,0.77278,0.77759,0.7703,0.77565,75913
2015.06.16,0:00,0.77564,0.77792,0.77208,0.77441,63456
2015.06.17,0:00,0.7744,0.77687,0.76438,0.77192,87112
2015.06.18,0:00,0.77191,0.78476,0.77092,0.77892,87542
2015.06.19,0:00,0.77888,0.78068,0.77352,0.77697,65103
2015.06.21,0:00,0.77647,0.77736,0.77596,0.77642,4316
2015.06.22,0:00,0.77644,0.77953,0.77199,0.77275,76832
2015.06.23,0:00,0.77276,0.77468,0.76782,0.77423,75767
2015.06.24,0:00,0.77422,0.7769,0.7682,0.77053,72545
2015.06.25,0:00,0.77055,0.77511,0.77049,0.77307,66623
2015.06.26,0:00,0.77308,0.77332,0.76294,0.76511,60126
2015.06.28,0:00,0.76223,0.76455,0.75857,0.76172,11516
2015.06.29,0:00,0.76168,0.77111,0.76115,0.76712,92610
2015.06.30,0:00,0.76712,0.77228,0.76581,0.769,99920
2015.07.01,0:00,0.76902,0.77374,0.76318,0.76357,81768
2015.07.02,0:00,0.76358,0.7656,0.75882,0.76349,84057
2015.07.03,0:00,0.76347,0.76475,0.75078,0.75114,77557
2015.07.05,0:00,0.74728,0.75113,0.74607,0.74838,7772
2015.07.06,0:00,0.74839,0.75317,0.74626,0.74738,86705
2015.07.07,0:00,0.74738,0.7498,0.73965,0.74531,91654
2015.07.08,0:00,0.7453,0.74546,0.73711,0.74198,88047
2015.07.09,0:00,0.74189,0.74906,0.73912,0.74583,84029
2015.07.10,0:00,0.74583,0.74954,0.74083,0.74388,67321
2015.07.12,0:00,0.74204,0.7437,0.74182,0.74189,6010
2015.07.13,0:00,0.74189,0.74669,0.7382,0.73905,88905
2015.07.14,0:00,0.73906,0.74773,0.73863,0.74449,78348
2015.07.15,0:00,0.74442,0.74875,0.73526,0.73693,92377
2015.07.16,0:00,0.73694,0.7436,0.73487,0.74126,80603
2015.07.17,0:00,0.74125,0.74176,0.73663,0.73781,62552
2015.07.19,0:00,0.73783,0.73816,0.73645,0.73668,5943
2015.07.20,0:00,0.73666,0.73962,0.73267,0.73726,79026
2015.07.21,0:00,0.73718,0.74483,0.73401,0.74225,90714
2015.07.22,0:00,0.74224,0.74377,0.73596,0.73727,89751
2015.07.23,0:00,0.73725,0.74161,0.73483,0.73563,84694
2015.07.24,0:00,0.73567,0.73569,0.72586,0.72822,73589
2015.07.26,0:00,0.72705,0.72822,0.72665,0.72726,3623
2015.07.27,0:00,0.72727,0.73235,0.72635,0.72745,81348
2015.07.28,0:00,0.72744,0.7349,0.72558,0.73466,82458
2015.07.29,0:00,0.73465,0.73498,0.72812,0.72954,82617
2015.07.30,0:00,0.72953,0.73215,0.72538,0.72946,79247
2015.07.31,0:00,0.72945,0.73652,0.72338,0.73002,80436
2015.08.02,0:00,0.73091,0.73155,0.72943,0.72945,7257
2015.08.03,0:00,0.72953,0.73113,0.72589,0.72733,77819
2015.08.04,0:00,0.72733,0.74272,0.72621,0.73738,102761
2015.08.05,0:00,0.73737,0.73925,0.73339,0.73481,88610
2015.08.06,0:00,0.7348,0.73903,0.73139,0.73429,91608
2015.08.07,0:00,0.7343,0.74178,0.73325,0.74178,76675
2015.08.09,0:00,0.74132,0.7415,0.73952,0.73964,5014
2015.08.10,0:00,0.73965,0.74209,0.73524,0.74114,89328
2015.08.11,0:00,0.74116,0.74385,0.72823,0.73127,102170
2015.08.12,0:00,0.73127,0.73885,0.72143,0.73803,103662
2015.08.13,0:00,0.73803,0.74072,0.73219,0.73738,91679
2015.08.14,0:00,0.73737,0.73963,0.73535,0.73774,74452
2015.08.16,0:00,0.73731,0.73799,0.7366,0.73666,4734
2015.08.17,0:00,0.73664,0.7388,0.73426,0.73703,78935
2015.08.18,0:00,0.73704,0.73849,0.73189,0.73384,96277
2015.08.19,0:00,0.73383,0.73744,0.73108,0.73531,106709
2015.08.20,0:00,0.73531,0.73718,0.72837,0.73326,90527
2015.08.21,0:00,0.73326,0.73589,0.72861,0.73092,91558
2015.08.23,0:00,0.73077,0.73099,0.72487,0.72515,11897
2015.08.24,0:00,0.72512,0.72748,0.70415,0.71742,128494
2015.08.25,0:00,0.71742,0.72489,0.70982,0.71001,117527
2015.08.26,0:00,0.71004,0.71513,0.70687,0.71192,112662
2015.08.27,0:00,0.71192,0.718,0.70976,0.71742,106086
2015.08.28,0:00,0.71741,0.72045,0.71197,0.71636,89609
2015.08.30,0:00,0.71536,0.71614,0.71326,0.71373,10040
2015.08.31,0:00,0.71372,0.71572,0.70812,0.71086,93953
2015.09.01,0:00,0.71086,0.7152,0.6997,0.7009,106647
2015.09.02,0:00,0.7009,0.70607,0.69812,0.70438,110538
2015.09.03,0:00,0.70432,0.70615,0.69911,0.7019,89414
2015.09.04,0:00,0.70182,0.70202,0.69076,0.69078,89255
2015.09.06,0:00,0.69204,0.69372,0.6911,0.69341,6869
2015.09.07,0:00,0.69341,0.695,0.6913,0.69455,98099
2015.09.08,0:00,0.69453,0.70384,0.69323,0.70344,87927
2015.09.09,0:00,0.70344,0.70688,0.69585,0.69591,91784
2015.09.10,0:00,0.69592,0.70983,0.69448,0.70723,101177
2015.09.11,0:00,0.70722,0.7091,0.70343,0.70873,67376
2015.09.13,0:00,0.70827,0.70986,0.70769,0.70969,5010
2015.09.14,0:00,0.7097,0.71635,0.70622,0.71603,74215
2015.09.15,0:00,0.71603,0.71647,0.70842,0.71239,76458
2015.09.16,0:00,0.71239,0.71992,0.71219,0.71986,75830
2015.09.17,0:00,0.71985,0.72743,0.71366,0.71871,106861
2015.09.18,0:00,0.71872,0.72785,0.71666,0.71925,99047
2015.09.20,0:00,0.71833,0.71941,0.71791,0.71882,4557
2015.09.21,0:00,0.71882,0.71957,0.71203,0.71259,83069
2015.09.22,0:00,0.7126,0.71577,0.70554,0.70732,78182
2015.09.23,0:00,0.70732,0.70833,0.69878,0.69963,87791
2015.09.24,0:00,0.69965,0.70414,0.69373,0.70081,108077
2015.09.25,0:00,0.7008,0.7041,0.69896,0.70246,85364
2015.09.27,0:00,0.70262,0.70263,0.7007,0.70171,4885
2015.09.28,0:00,0.70172,0.7035,0.69687,0.69693,78724
2015.09.29,0:00,0.69694,0.70227,0.69354,0.7005,98758
2015.09.30,0:00,0.7005,0.70372,0.69881,0.70076,98962
2015.10.01,0:00,0.70076,0.70835,0.70039,0.70372,100060
2015.10.02,0:00,0.70367,0.70647,0.70012,0.70509,86955
2015.10.04,0:00,0.70517,0.70571,0.70419,0.70446,7254
2015.10.05,0:00,0.70446,0.71099,0.70413,0.70834,93353
2015.10.06,0:00,0.70834,0.71739,0.70656,0.71567,98172
2015.10.07,0:00,0.71568,0.72333,0.71487,0.71932,101087
2015.10.08,0:00,0.71931,0.72705,0.71638,0.72654,102270
2015.10.09,0:00,0.72655,0.73427,0.72583,0.73369,96737
2015.10.11,0:00,0.73204,0.73263,0.73111,0.73114,12786
2015.10.12,0:00,0.73115,0.73808,0.73039,0.73421,78025
2015.10.13,0:00,0.73422,0.73483,0.71973,0.72205,99151
2015.10.14,0:00,0.72206,0.73197,0.72002,0.73197,100109
2015.10.15,0:00,0.73198,0.73624,0.72646,0.73242,110891
2015.10.16,0:00,0.73242,0.73246,0.72483,0.72665,90367
2015.10.18,0:00,0.72623,0.72658,0.72547,0.72581,4970
2015.10.19,0:00,0.7258,0.7306,0.72378,0.72568,77088
2015.10.20,0:00,0.72568,0.72968,0.72458,0.72658,71834
2015.10.21,0:00,0.72659,0.72747,0.72012,0.72114,80850
2015.10.22,0:00,0.72114,0.72383,0.71814,0.72093,90928
2015.10.23,0:00,0.72091,0.72961,0.72,0.72155,94721
2015.10.25,0:00,0.72146,0.72238,0.72059,0.72203,6947
2015.10.26,0:00,0.72204,0.72683,0.72182,0.72471,78988
2015.10.27,0:00,0.72471,0.72572,0.71776,0.71923,87855
2015.10.28,0:00,0.71925,0.7195,0.70794,0.70935,112273
2015.10.29,0:00,0.70937,0.7118,0.70664,0.70883,94083
2015.10.30,0:00,0.70881,0.71472,0.70832,0.71343,99565
2015.11.01,0:00,0.71203,0.71348,0.71167,0.71324,7706
2015.11.02,0:00,0.71324,0.71647,0.71273,0.71556,86719
2015.11.03,0:00,0.71556,0.72181,0.7113,0.71871,96355
2015.11.04,0:00,0.71872,0.72228,0.71253,0.7134,93946
2015.11.05,0:00,0.71341,0.71684,0.71245,0.71451,80725
2015.11.06,0:00,0.7145,0.71684,0.70217,0.70418,78137
2015.11.08,0:00,0.70293,0.70369,0.70258,0.7036,3966
2015.11.09,0:00,0.7036,0.7069,0.70302,0.70493,87085
2015.11.10,0:00,0.70492,0.70633,0.70148,0.70416,91372
2015.11.11,0:00,0.70416,0.70772,0.7039,0.7067,91728
2015.11.12,0:00,0.70686,0.71532,0.70588,0.71324,116001
2015.11.13,0:00,0.71324,0.7157,0.71052,0.71233,81566
2015.11.15,0:00,0.71244,0.71247,0.7098,0.71061,6528
2015.11.16,0:00,0.71061,0.71313,0.70793,0.70913,79060
2015.11.17,0:00,0.70913,0.71391,0.70713,0.71108,89539
2015.11.18,0:00,0.71109,0.71253,0.70675,0.7116,90659
2015.11.19,0:00,0.71161,0.72136,0.71153,0.7189,108660
2015.11.20,0:00,0.71894,0.72493,0.71824,0.72346,93012
2015.11.22,0:00,0.72283,0.72323,0.72235,0.72235,4418
2015.11.23,0:00,0.72235,0.72269,0.7158,0.7185,99256
2015.11.24,0:00,0.71849,0.72742,0.71846,0.72521,103797
2015.11.25,0:00,0.72521,0.72819,0.7226,0.72523,106398
2015.11.26,0:00,0.72523,0.72615,0.72093,0.72163,99906
2015.11.27,0:00,0.72164,0.72385,0.71839,0.71898,75648
2015.11.29,0:00,0.71912,0.71922,0.71774,0.71818,4878
2015.11.30,0:00,0.71817,0.72488,0.71691,0.72298,90223
2015.12.01,0:00,0.72298,0.73349,0.7224,0.73214,115063
2015.12.02,0:00,0.73213,0.73419,0.7292,0.73007,113975
2015.12.03,0:00,0.73008,0.73623,0.72831,0.73281,127203
2015.12.04,0:00,0.73281,0.73844,0.72784,0.73408,110461
2015.12.06,0:00,0.73392,0.73413,0.73297,0.7337,5181
2015.12.07,0:00,0.7337,0.73382,0.72541,0.72542,92901
2015.12.08,0:00,0.72542,0.72694,0.71858,0.72215,102497
2015.12.09,0:00,0.72212,0.72443,0.71709,0.72315,118310
2015.12.10,0:00,0.72318,0.73335,0.72305,0.727,102811
2015.12.11,0:00,0.72701,0.72702,0.7184,0.71871,92933
2015.12.13,0:00,0.71951,0.71952,0.71589,0.71625,6845
2015.12.14,0:00,0.71625,0.72686,0.71605,0.72526,100706
2015.12.15,0:00,0.72525,0.7282,0.71593,0.71985,102245
2015.12.16,0:00,0.71985,0.72793,0.71755,0.72013,108414
2015.12.17,0:00,0.72013,0.72141,0.70955,0.71269,117359
2015.12.18,0:00,0.7127,0.71994,0.71139,0.71665,98370
2015.12.20,0:00,0.71664,0.7177,0.71578,0.71678,6525
2015.12.21,0:00,0.71678,0.71969,0.7154,0.71957,81208
2015.12.22,0:00,0.71956,0.72479,0.71881,0.7229,75285
2015.12.23,0:00,0.72296,0.72467,0.72079,0.72304,71531
2015.12.24,0:00,0.72305,0.72792,0.72301,0.72726,46415
2015.12.27,0:00,0.72752,0.72815,0.72706,0.72804,4742
2015.12.28,0:00,0.72805,0.72805,0.72441,0.72549,53520
2015.12.29,0:00,0.72548,0.73019,0.72539,0.7288,61208
2015.12.30,0:00,0.72881,0.73023,0.72674,0.72807,65642
2015.12.31,0:00,0.72807,0.73266,0.72653,0.72888,50026
2016.01.03,0:00,0.72851,0.72997,0.72824,0.72832,4288
2016.01.04,0:00,0.72832,0.72888,0.71547,0.71823,99871
2016.01.05,0:00,0.71824,0.72134,0.71311,0.71585,95345
2016.01.06,0:00,0.71585,0.71704,0.70473,0.70777,117188
2016.01.07,0:00,0.70777,0.7085,0.69793,0.70119,141110
2016.01.08,0:00,0.70118,0.70762,0.69494,0.69522,130194
2016.01.10,0:00,0.69616,0.69621,0.69258,0.69366,8328
2016.01.11,0:00,0.69365,0.70346,0.69331,0.6985,141036
2016.01.12,0:00,0.69851,0.70199,0.69388,0.69825,137500
2016.01.13,0:00,0.69825,0.70475,0.69309,0.69345,125505
2016.01.14,0:00,0.69345,0.7001,0.69089,0.69944,145316
2016.01.15,0:00,0.69944,0.69947,0.68258,0.68651,132246
2016.01.17,0:00,0.6849,0.68608,0.68447,0.68564,6370
2016.01.18,0:00,0.68563,0.69271,0.68498,0.68718,117044
2016.01.19,0:00,0.68717,0.69561,0.68373,0.69096,139821
2016.01.20,0:00,0.69095,0.69407,0.68269,0.69395,169804
2016.01.21,0:00,0.69395,0.7016,0.6874,0.70143,179880
2016.01.22,0:00,0.70144,0.70447,0.6985,0.70043,122445
2016.01.24,0:00,0.70036,0.70089,0.6998,0.6998,3635
2016.01.25,0:00,0.69981,0.70302,0.69345,0.69369,114300
2016.01.26,0:00,0.69368,0.702,0.69175,0.70031,124166
2016.01.27,0:00,0.70032,0.70803,0.69913,0.70087,164024
2016.01.28,0:00,0.70086,0.71276,0.7007,0.70813,139784
2016.01.29,0:00,0.70813,0.71398,0.70574,0.70846,146076
2016.01.31,0:00,0.70815,0.70836,0.7062,0.7067,5041
2016.02.01,0:00,0.70671,0.71198,0.70414,0.71061,104910
2016.02.02,0:00,0.71064,0.71281,0.70218,0.70241,112715
2016.02.03,0:00,0.70243,0.7188,0.70015,0.71555,132881
2016.02.04,0:00,0.71555,0.72414,0.71555,0.71974,131243
2016.02.05,0:00,0.71974,0.72188,0.70634,0.7065,97955
2016.02.07,0:00,0.70674,0.7093,0.70662,0.70832,9090
2016.02.08,0:00,0.70831,0.71273,0.70493,0.70735,123744
2016.02.09,0:00,0.70735,0.70949,0.69724,0.70628,149166
2016.02.10,0:00,0.70628,0.71242,0.70365,0.71008,152494
2016.02.11,0:00,0.71009,0.71518,0.69826,0.71222,196617
2016.02.12,0:00,0.71223,0.71258,0.70624,0.71027,132013
2016.02.14,0:00,0.71017,0.71155,0.70996,0.71132,4919
2016.02.15,0:00,0.71132,0.71705,0.71078,0.71448,106712
2016.02.16,0:00,0.7145,0.71806,0.70803,0.71159,114092
2016.02.17,0:00,0.71158,0.7186,0.70831,0.71714,133341
2016.02.18,0:00,0.71714,0.71808,0.71317,0.71486,120941
2016.02.19,0:00,0.71487,0.71529,0.70679,0.71466,105747
2016.02.21,0:00,0.71477,0.71481,0.71347,0.71419,4170
2016.02.22,0:00,0.71419,0.72456,0.71378,0.723,100514
2016.02.23,0:00,0.723,0.7258,0.7184,0.71932,115561
2016.02.24,0:00,0.71931,0.72123,0.71446,0.71908,124690
2016.02.25,0:00,0.71909,0.72423,0.71551,0.72346,121020
2016.02.26,0:00,0.72346,0.72555,0.71169,0.71269,102871
2016.02.28,0:00,0.71246,0.71321,0.7113,0.71256,8296
2016.02.29,0:00,0.71256,0.71674,0.71077,0.71383,118697
2016.03.01,0:00,0.71383,0.71908,0.7108,0.71799,120802
2016.03.02,0:00,0.71798,0.72998,0.71637,0.72841,124076
2016.03.03,0:00,0.72842,0.73727,0.72804,0.73553,119943
2016.03.04,0:00,0.73552,0.74419,0.73385,0.7435,126642
2016.03.06,0:00,0.74126,0.74235,0.7405,0.7405,7545
2016.03.07,0:00,0.74051,0.74833,0.73912,0.74555,110839
2016.03.08,0:00,0.74556,0.74691,0.74088,0.7432,122129
2016.03.09,0:00,0.74318,0.7527,0.74111,0.74659,154083
2016.03.10,0:00,0.74664,0.75109,0.74258,0.74566,192544
2016.03.11,0:00,0.74565,0.75825,0.74455,0.75636,130025
2016.03.13,0:00,0.75453,0.75606,0.75433,0.75601,11188
2016.03.14,0:00,0.756,0.75924,0.74909,0.75169,119822
2016.03.15,0:00,0.75168,0.75267,0.74441,0.74607,141960
2016.03.16,0:00,0.74606,0.75751,0.74134,0.75416,137725
2016.03.17,0:00,0.75416,0.76578,0.75413,0.76452,180039
2016.03.18,0:00,0.7645,0.76794,0.75939,0.76018,118070
2016.03.20,0:00,0.75938,0.76018,0.75887,0.75918,8894
2016.03.21,0:00,0.75918,0.76256,0.75676,0.75679,134999
2016.03.22,0:00,0.75679,0.76417,0.75502,0.76181,129108
2016.03.23,0:00,0.76183,0.7648,0.75184,0.75321,132546
2016.03.24,0:00,0.7532,0.75332,0.7476,0.75241,118580
2016.03.25,0:00,0.75238,0.75339,0.74971,0.74988,30266
2016.03.27,0:00,0.75047,0.75194,0.74966,0.75003,4148
2016.03.28,0:00,0.75005,0.75568,0.74919,0.75519,74496
2016.03.29,0:00,0.75518,0.76443,0.7509,0.76344,147808
2016.03.30,0:00,0.76344,0.7708,0.76139,0.76564,168555
2016.03.31,0:00,0.76564,0.77218,0.76332,0.7667,155043
2016.04.01,0:00,0.76671,0.76991,0.75977,0.76814,138056
2016.04.03,0:00,0.76689,0.76771,0.76631,0.76653,6028
2016.04.04,0:00,0.76653,0.76721,0.75941,0.75951,128849
2016.04.05,0:00,0.7595,0.76307,0.7509,0.75433,156152
2016.04.06,0:00,0.75433,0.76183,0.75316,0.76092,144499
2016.04.07,0:00,0.76093,0.76365,0.74906,0.75124,163337
2016.04.08,0:00,0.75124,0.75782,0.75077,0.75505,137279
2016.04.10,0:00,0.75477,0.75701,0.75427,0.75623,6685
2016.04.11,0:00,0.75622,0.7629,0.75268,0.75913,148400
2016.04.12,0:00,0.75912,0.76887,0.75822,0.76835,146412
2016.04.13,0:00,0.76831,0.77149,0.7633,0.76572,142807
2016.04.14,0:00,0.76572,0.77358,0.76181,0.76889,135505
2016.04.15,0:00,0.76889,0.77334,0.76795,0.77284,121503
2016.04.17,0:00,0.76632,0.76749,0.76301,0.7643,11845
2016.04.18,0:00,0.76428,0.77742,0.76338,0.77678,143593
2016.04.19,0:00,0.77678,0.78251,0.77587,0.77959,127509
2016.04.20,0:00,0.77959,0.78282,0.77658,0.77993,138698
2016.04.21,0:00,0.77992,0.78338,0.77317,0.77432,150369
2016.04.22,0:00,0.77432,0.77732,0.76927,0.77071,127175
2016.04.24,0:00,0.76982,0.7711,0.76982,0.77084,6018
2016.04.25,0:00,0.77084,0.7728,0.76899,0.77131,107630
